SNo|Pullout Date|Pullout Count|Agreement No|Short Agreement No|GNSA Ref No|Reason|Error
3746|2018-03-01|1|XVFPKSR00001194266|1194266|14051001117|CHOLA REQUEST|Invalid spdc Entry
3748|2018-03-01|1|XVFPKTM00000939252|0939252|15021600591|CHOLA REQUEST|Invalid Agreement
3769|2018-03-01|1|XVFPTVM00000774583|0774583|P12092401156|CHOLA REQUEST|Invalid Agreement
3770|2018-03-01|1|XSHUKLM00000997405|0997405|P13070500113|CHOLA REQUEST|Invalid Agreement
3771|2018-03-01|1|XVFPKTM00001001556|1001556|P13070600348|CHOLA REQUEST|Invalid spdc Entry
3772|2018-03-01|1|XVFPKNR00000961634|0961634|P14050600122|CHOLA REQUEST|Invalid Agreement
3773|2018-03-03|1|XVFPTVM00000898486|0898486|13021500056|CHOLA REQUEST|Invalid Agreement
3774|2018-03-03|1|XVFPKTM00000908308|0908308|13022200207|CHOLA REQUEST|Invalid Agreement
3775|2018-03-03|1|XVFPCMR00001001459|1001459|13071101325|CHOLA REQUEST|Invalid spdc Entry
3776|2018-03-03|1|XTRACMR00001021913|1021913|13081200182|CHOLA REQUEST|Invalid spdc Entry
3778|2018-03-03|1|XVFPCAL00001081439|1081439|13112900105|CHOLA REQUEST|Invalid spdc Entry
3779|2018-03-03|1|XSHUKTP00001090982|1090982|13121100139|CHOLA REQUEST|Invalid spdc Entry
3781|2018-03-03|1|XVFPKNR00001108335|1108335|14011000577|CHOLA REQUEST|Invalid spdc Entry
3783|2018-03-03|1|XVFPKTP00001126202|1126202|14020701184|CHOLA REQUEST|Invalid spdc Entry
3784|2018-03-03|1|XVFPKNR00001133041|1133041|14021200706|CHOLA REQUEST|Invalid spdc Entry
3786|2018-03-03|1|XVFPDAV00001167812|1167812|14040400563|CHOLA REQUEST|Invalid spdc Entry
3788|2018-03-03|1|XSHUDAV00001187102|1187102|14050600314|CHOLA REQUEST|Invalid spdc Entry
3793|2018-03-03|1|XSHUTSR00001294675|1294675|14110801484|CHOLA REQUEST|Invalid spdc Entry
3794|2018-03-03|1|XSHUTSR00001315709|1315709|14120900792|CHOLA REQUEST|Invalid spdc Entry
3818|2018-03-03|1|XVFPADO00001689685|1689685|16061401296|CHOLA REQUEST|Invalid spdc Entry
3833|2018-03-03|1|XVFPMPA00001029008|1029008|p13082900029|CHOLA REQUEST|Invalid spdc Entry
3834|2018-03-03|1|XVFPKLM00001032563|1032563|P13090500298|CHOLA REQUEST|Invalid spdc Entry
3835|2018-03-03|1|XVFPKLM00001072648|1072648|P13111400087|CHOLA REQUEST|Invalid spdc Entry
3836|2018-03-03|1|XVFPKGM00001115910|1115910|P14012100167|CHOLA REQUEST|Invalid spdc Entry
3837|2018-03-06|1|XSHUWRG00000627651|0627651|1208217435|CHOLA REQUEST|Invalid Agreement
3838|2018-03-06|1|XVFPMJI00000756825|0756825|12090808263|CHOLA REQUEST|Invalid Agreement
3839|2018-03-06|1|XSHUCAL00000762170|0762170|12091005350|CHOLA REQUEST|Invalid Agreement
3840|2018-03-06|1|XVFPPER00000897726|0897726|13022200138|CHOLA REQUEST|Invalid Agreement
3841|2018-03-06|1|XTRAWRG00000923314|0923314|13031300295|CHOLA REQUEST|Invalid Agreement
3842|2018-03-06|1|XSHUTUR00000943149|0943149|13040900901|CHOLA REQUEST|Invalid Agreement
3843|2018-03-06|1|XVFPTSR00000309206|0309206|13041702452|CHOLA REQUEST|Invalid Agreement
3844|2018-03-06|1|XSHUAMY00000982309|0982309|13060700657|CHOLA REQUEST|Invalid Agreement
3845|2018-03-06|1|XVFPPNU00000983953|0983953|13061400703|CHOLA REQUEST|Invalid Agreement
3847|2018-03-06|1|XVFPTUR00001025818|1025818|13082800093|CHOLA REQUEST|Invalid spdc Entry
3848|2018-03-06|1|XSHUKTM00001043400|1043400|13093000623|CHOLA REQUEST|Invalid spdc Entry
3850|2018-03-06|1|XVFPTUR00001064419|1064419|13110900665|CHOLA REQUEST|Invalid spdc Entry
3851|2018-03-06|1|XTRAGAD00001083236|1083236|13121000523|CHOLA REQUEST|Invalid spdc Entry
3852|2018-03-06|1|XVFPTSR00001098030|1098030|13122700136|CHOLA REQUEST|Invalid spdc Entry
3855|2018-03-06|1|XSHUCAL00001131649|1131649|14020800379|CHOLA REQUEST|Invalid spdc Entry
3857|2018-03-06|1|XTRASHM00001144957|1144957|14030500286|CHOLA REQUEST|Invalid spdc Entry
3860|2018-03-06|1|XVFPPER00001185529|1185529|14050600356|CHOLA REQUEST|Invalid spdc Entry
3866|2018-03-06|1|XVFPPAA00000914916|0914916|15041301556|CHOLA REQUEST|Invalid Agreement
3872|2018-03-06|1|XSHUSGV00001469593|1469593|15082000322|CHOLA REQUEST|Invalid spdc Entry
3875|2018-03-06|1|XSHUSGV00001484477|1484477|15091101438|CHOLA REQUEST|Invalid spdc Entry
3886|2018-03-06|1|XSHUGAD00001726450|1726450|16073000892|CHOLA REQUEST|Invalid spdc Entry
3901|2018-03-06|1|XSHUAPY00000841719|0841719|P12110900392|CHOLA REQUEST|Invalid Agreement
3902|2018-03-06|1|XSHUPKD00001014095|1014095|P13080600278|CHOLA REQUEST|Invalid spdc Entry
3903|2018-03-07|1|XVFPDAV00000681183|0681183|12090403593|CHOLA REQUEST|Invalid Agreement
3904|2018-03-07|1|XSHUPNU00000833179|0833179|12110100252|CHOLA REQUEST|Invalid Agreement
3905|2018-03-07|1|XVFPKLM00000919730|0919730|13031300327|CHOLA REQUEST|Invalid Agreement
3906|2018-03-07|1|XVFPTVM00000962992|0962992|13051500467|CHOLA REQUEST|Invalid Agreement
3907|2018-03-07|1|XSHUIJA00001054589|1054589|13101100717|CHOLA REQUEST|Invalid spdc Entry
3909|2018-03-07|1|XVFPMJI00001263126|1263126|14091200909|CHOLA REQUEST|Invalid spdc Entry
3910|2018-03-07|1|XVFPMSA00001332385|1332385|15011400751|CHOLA REQUEST|Invalid spdc Entry
3920|2018-03-07|1|XSHUTCN00002082084|2082084|17091400088|CHOLA REQUEST|Invalid spdc Entry
3922|2018-03-07|1|XVFPPKD00001110612|1110612|P14011000243|CHOLA REQUEST|Invalid spdc Entry
3923|2018-03-08|1|XSHUKLM00000661339|0661339|12082507280|CHOLA REQUEST|Invalid Agreement
3924|2018-03-08|1|XVFPAPY00000942482|0942482|13041600865|CHOLA REQUEST|Invalid Agreement
3925|2018-03-08|1|XVFPAGA00001012865|1012865|13080600688|CHOLA REQUEST|Invalid spdc Entry
3930|2018-03-08|1|XSHUCIN00001234411|1234411|14070800781|CHOLA REQUEST|Invalid spdc Entry
3932|2018-03-08|1|XVFPTUM00001335923|1335923|15011400911|CHOLA REQUEST|Invalid spdc Entry
3940|2018-03-08|1|XTRAGAD00001423776|1423776|15061600485|CHOLA REQUEST|Invalid spdc Entry
3941|2018-03-08|1|XTRAGAD00001423776|1423776|15061600485|CHOLA REQUEST|Invalid spdc Entry
3942|2018-03-08|1|XSHUTHL00001592162|1592162|16022000306|CHOLA REQUEST|Invalid spdc Entry
3944|2018-03-08|1|XSHUPER00001674731|1674731|16061400247|CHOLA REQUEST|Invalid spdc Entry
3947|2018-03-08|1|XSHUSHM00001931679|1931679|17041001063|CHOLA REQUEST|Duplicate record
3949|2018-03-08|1|XVFPSHM00001952867|1952867|17041902154|CHOLA REQUEST|Duplicate record
3952|2018-03-08|1|XVFPNCF00001989242|1989242|17053001361|CHOLA REQUEST|Duplicate record
3957|2018-03-08|1|XVFPAGA00001077954|1077954|P13112200020|CHOLA REQUEST|Invalid spdc Entry
3958|2018-03-08|1|XVFPAGA00001077954|1077954|P13112200020|CHOLA REQUEST|Invalid spdc Entry
3959|2018-03-12|1|XVFPKTM00000877270|0877270|13011101933|CHOLA REQUEST|Invalid Agreement
3960|2018-03-12|1|XVFPTVM00000916287|0916287|13030800761|CHOLA REQUEST|Invalid Agreement
3961|2018-03-12|1|XVFPCAL00000964789|0964789|13051301424|CHOLA REQUEST|Invalid Agreement
3962|2018-03-12|1|XVFPKNR00001054625|1054625|13101101366|CHOLA REQUEST|Invalid spdc Entry
3964|2018-03-12|1|XVFPKLM00001071196|1071196|13111501563|CHOLA REQUEST|Invalid spdc Entry
3965|2018-03-12|1|XVFPKSR00001100931|1100931|13123000687|CHOLA REQUEST|Invalid spdc Entry
3966|2018-03-12|1|XTRACMR00001102055|1102055|14010700809|CHOLA REQUEST|Invalid spdc Entry
3967|2018-03-12|1|XTRAGAD00001135746|1135746|14021400672|CHOLA REQUEST|Invalid spdc Entry
3968|2018-03-12|1|XVFPTSR00001151409|1151409|14030800942|CHOLA REQUEST|Invalid spdc Entry
3970|2018-03-12|1|XVFPKSR00001159578|1159578|14032000624|CHOLA REQUEST|Invalid spdc Entry
3971|2018-03-12|1|XSHUGAD00001187257|1187257|14050700704|CHOLA REQUEST|Invalid spdc Entry
3972|2018-03-12|1|XTRAIHC00001231134|1231134|14070901170|CHOLA REQUEST|Invalid spdc Entry
3974|2018-03-12|1|XSHUCIN00001267943|1267943|14091200924|CHOLA REQUEST|Invalid spdc Entry
3978|2018-03-12|1|XVFPKGD00000970193|0970193|14112800277|CHOLA REQUEST|Invalid Agreement
3993|2018-03-12|1|XTRAIHC00001579102|1579102|16020900961|CHOLA REQUEST|Invalid spdc Entry
4004|2018-03-12|1|XVFPIRI00001836183|1836183|16121500909|CHOLA REQUEST|Invalid spdc Entry
4014|2018-03-12|1|XSHUKTP00001961645|1961645|17051702007|CHOLA REQUEST|Invalid spdc Entry
4019|2018-03-12|1|XVFPKLP00000833872|0833872|121112000015|CHOLA REQUEST|Invalid Agreement
4020|2018-03-12|1|XVFPKNR00000773716|0773716|P12100301821|CHOLA REQUEST|Invalid Agreement
4021|2018-03-12|1|XVFPMJI00000890145|0890145|P13013000173|CHOLA REQUEST|Invalid Agreement
4022|2018-03-12|1|XSHUCIN00001009163|1009163|P13072900152|CHOLA REQUEST|Invalid spdc Entry
4023|2018-03-12|1|XVFPAPY00001036068|1036068|P13090700112|CHOLA REQUEST|Invalid spdc Entry
4024|2018-03-12|1|XVFPKLM00001129473|1129473|P14021000146|CHOLA REQUEST|Invalid spdc Entry
4025|2018-03-12|1|X2WHCTW00000380728|0380728|13042405255|CHOLA REQUEST|Invalid Agreement
4026|2018-03-12|1|XVFPCIN00000977124|0977124|13060500484|CHOLA REQUEST|Invalid Agreement
4027|2018-03-12|1|XSHUPKD00001051455|1051455|13100900308|CHOLA REQUEST|Invalid spdc Entry
4029|2018-03-12|1|XVFPNEP00001120553|1120553|14012900396|CHOLA REQUEST|Invalid spdc Entry
4031|2018-03-12|1|XSHUNEP00001219606|1219606|14062400255|CHOLA REQUEST|Invalid spdc Entry
4032|2018-03-12|1|XVFPDAV00001289807|1289807|14102900957|CHOLA REQUEST|Invalid spdc Entry
4039|2018-03-12|1|XSHUNEP00001573178|1573178|16012000652|CHOLA REQUEST|Invalid spdc Entry
4047|2018-03-12|1|XVFPPER00001890524|1890524|17020601284|CHOLA REQUEST|Invalid spdc Entry
4054|2018-03-12|1|XVFPKLM00002166476|2166476|17112200878|CHOLA REQUEST|Invalid spdc Entry
4056|2018-03-12|1|XVFPKNR00001071010|1071010|P13111400053|CHOLA REQUEST|Invalid spdc Entry
4057|2018-03-12|1|XVFPNEP00001129018|1129018|P14020800133|CHOLA REQUEST|Invalid spdc Entry
4058|2018-03-12|1|XSHUCIN00001135555|1135555|P14021100244|CHOLA REQUEST|Invalid spdc Entry
4059|2018-03-14|1|XSHUGAD00000671741|0671741|12090106228|CHOLA REQUEST|Invalid Agreement
4061|2018-03-14|1|XSHUAMY00001047653|1047653|13101101285|CHOLA REQUEST|Invalid spdc Entry
4062|2018-03-14|1|XSHUCIN00001047679|1047679|13101200824|CHOLA REQUEST|Invalid spdc Entry
4065|2018-03-14|1|XVFPPMA00001081508|1081508|13122000361|CHOLA REQUEST|Invalid spdc Entry
4066|2018-03-14|1|XVFPMSO00001114626|1114626|14011000380|CHOLA REQUEST|Invalid spdc Entry
4067|2018-03-14|1|XVFPATT00001127178|1127178|14021100751|CHOLA REQUEST|Invalid spdc Entry
4068|2018-03-14|1|XTRAMSO00001139037|1139037|14021700301|CHOLA REQUEST|Invalid spdc Entry
4071|2018-03-14|1|XVFPWRG00001190979|1190979|14051200873|CHOLA REQUEST|Invalid spdc Entry
4081|2018-03-14|1|XVFPKTM00000923703|0923703|15090801975|CHOLA REQUEST|Invalid Agreement
4082|2018-03-14|1|XSHUTUR00001488375|1488375|15092801030|CHOLA REQUEST|Invalid spdc Entry
4086|2018-03-14|1|XVFPKTP00001496060|1496060|15101900686|CHOLA REQUEST|Invalid spdc Entry
4087|2018-03-14|1|XTRAGAD00001517363|1517363|15112001557|CHOLA REQUEST|Invalid spdc Entry
4107|2018-03-14|1|XVFPKSR00001139931|1139931|P14022500034|CHOLA REQUEST|Invalid spdc Entry
4108|2018-03-15|1|XVFPMJI00000960865|0960865|13051401197|CHOLA REQUEST|Invalid Agreement
4109|2018-03-15|1|XVFPIJA00000991216|0991216|13062500011|CHOLA REQUEST|Invalid Agreement
4110|2018-03-15|1|XVFPPNU00001086625|1086625|13121101062|CHOLA REQUEST|Invalid spdc Entry
4111|2018-03-15|1|XSHUKTM00001088032|1088032|13121200578|CHOLA REQUEST|Invalid spdc Entry
4112|2018-03-15|1|XVFPTSR00001119467|1119467|14012500053|CHOLA REQUEST|Invalid spdc Entry
4118|2018-03-15|1|XVFPDAV00001173252|1173252|14041100222|CHOLA REQUEST|Invalid Agreement
4123|2018-03-15|1|XTRAMAN00001346283|1346283|15013000810|CHOLA REQUEST|Invalid spdc Entry
4129|2018-03-15|1|XVFPAPY00000916979|0916979|15081800409|CHOLA REQUEST|Invalid Agreement
4140|2018-03-15|1|XVFPPAA00002070161|2070161|17090100252|CHOLA REQUEST|Invalid spdc Entry
4141|2018-03-15|1|XVFPKLM00000994226|0994226|P13070100092|CHOLA REQUEST|Invalid Agreement
4142|2018-03-15|1|XVFPKTP00001121712|1121712|P14013000063|CHOLA REQUEST|Invalid spdc Entry
4143|2018-03-15|1|XSHUKTM00001131260|1131260|P14021300097|CHOLA REQUEST|Invalid spdc Entry
4144|2018-03-15|1|XVFPTYV00001942451|1942451|P17042000010|CHOLA REQUEST|Invalid spdc Entry
4145|2018-03-16|1|XSHUCIN00000472646|0472646|12082909846|CHOLA REQUEST|Invalid Agreement
4146|2018-03-16|1|XVFPCIN00000867695|0867695|12121900050|CHOLA REQUEST|Invalid Agreement
4147|2018-03-16|1|XVFPVDA00000883819|0883819|13011000019|CHOLA REQUEST|Invalid Agreement
4148|2018-03-16|1|XVFPCIN00000895504|0895504|13020500406|CHOLA REQUEST|Invalid Agreement
4149|2018-03-16|1|XVFPKTM00000939587|0939587|13040600808|CHOLA REQUEST|Invalid Agreement
4150|2018-03-16|1|XSHUNGL00001052069|1052069|13101200363|CHOLA REQUEST|Invalid spdc Entry
4151|2018-03-16|1|XVFPTUR00001068166|1068166|13111300483|CHOLA REQUEST|Invalid spdc Entry
4152|2018-03-16|1|XVFPAGA00001087702|1087702|13121100285|CHOLA REQUEST|Invalid spdc Entry
4153|2018-03-16|1|XVFPAPY00001087221|1087221|13121600226|CHOLA REQUEST|Invalid spdc Entry
4156|2018-03-16|1|XVFPTVM00001283972|1283972|14101600187|CHOLA REQUEST|Invalid Agreement
4158|2018-03-16|1|XVFPPNU00001348608|1348608|15020600466|CHOLA REQUEST|Invalid spdc Entry
4162|2018-03-16|1|XVFPTVM00001284841|1284841|15060100014|CHOLA REQUEST|Invalid GNSA Ref No
4167|2018-03-16|1|XVFPTVM00001347198|1347198|16042101446|CHOLA REQUEST|Invalid spdc Entry
4178|2018-03-16|1|XVFPAPY00000939554|0939554|P13041200085|CHOLA REQUEST|Invalid Agreement
4179|2018-03-16|1|XVFPKLM00001008347|1008347|p13072500001|CHOLA REQUEST|Invalid spdc Entry
4180|2018-03-16|1|XVFPMJI00001073001|1073001|P13121000616|CHOLA REQUEST|Invalid spdc Entry
4181|2018-03-17|1|XSHUMSO00000717538|0717538|12090701275|CHOLA REQUEST|Invalid Agreement
4182|2018-03-17|1|XVFPKNR00000890626|0890626|13020100267|CHOLA REQUEST|Invalid Agreement
4183|2018-03-17|1|BWLN319096|N319096|13041801683|CHOLA REQUEST|Invalid Agreement
4184|2018-03-17|1|XVFPMSO00000989168|0989168|13061700080|CHOLA REQUEST|Invalid Agreement
4185|2018-03-17|1|XVFPTSR00001029865|1029865|13090300117|CHOLA REQUEST|Invalid spdc Entry
4187|2018-03-17|1|XVFPMSO00001080105|1080105|13112900165|CHOLA REQUEST|Invalid spdc Entry
4188|2018-03-17|1|XVFPIJA00001109753|1109753|14011100227|CHOLA REQUEST|Invalid spdc Entry
4190|2018-03-17|1|XTRAMSO00001126665|1126665|14020600392|CHOLA REQUEST|Invalid spdc Entry
4192|2018-03-17|1|XVFPTSR00001164340|1164340|14032900527|CHOLA REQUEST|Invalid spdc Entry
4195|2018-03-17|1|XSHUAGA00001309235|1309235|14120100149|CHOLA REQUEST|Invalid spdc Entry
4199|2018-03-17|1|XSHUNGL00001373401|1373401|15031400694|CHOLA REQUEST|Invalid spdc Entry
4203|2018-03-17|1|XVFPKTP00001397859|1397859|15050601571|CHOLA REQUEST|Invalid spdc Entry
4219|2018-03-17|1|XSHUTAL00001983324|1983324|17052400386|CHOLA REQUEST|Invalid spdc Entry
4224|2018-03-17|1|XVFPKTM00001032227|1032227|P13090500393|CHOLA REQUEST|Invalid spdc Entry
4225|2018-03-19|1|XSHUWRG00000858730|0858730|12120500700|CHOLA REQUEST|Invalid Agreement
4226|2018-03-19|1|XVFPTUR00000869979|0869979|12122600095|CHOLA REQUEST|Invalid Agreement
4227|2018-03-19|1|XVFPKBF00000938924|0938924|13040300054|CHOLA REQUEST|Invalid Agreement
4228|2018-03-19|1|XVFPPKD00001061658|1061658|13102900309|CHOLA REQUEST|Invalid spdc Entry
4229|2018-03-19|1|XVFPBPA00001067091|1067091|13111200518|CHOLA REQUEST|Invalid spdc Entry
4232|2018-03-19|1|XVFPKTM00001157557|1157557|14031500167|CHOLA REQUEST|Invalid spdc Entry
4237|2018-03-19|1|XSHUKTM00001430588|1430588|15070500762|CHOLA REQUEST|Invalid spdc Entry
4240|2018-03-19|1|XSHUWRG00001559750|1559750|15123100674|CHOLA REQUEST|Invalid spdc Entry
4260|2018-03-19|1|XTRACMR00001369703|1369703|P15032100002|CHOLA REQUEST|Invalid spdc Entry
4261|2018-03-22|1|XVFPMJI00000933305|0933305|13032900909|CHOLA REQUEST|Invalid Agreement
4263|2018-03-22|1|XVFPCIN00001036094|1036094|13091200312|CHOLA REQUEST|Invalid spdc Entry
4264|2018-03-22|1|XVFPPER00001064687|1064687|13110800539|CHOLA REQUEST|Invalid spdc Entry
4265|2018-03-22|1|XVFPMSO00001110755|1110755|14011000404|CHOLA REQUEST|Invalid spdc Entry
4267|2018-03-22|1|XVFPGAD00001169297|1169297|14040800663|CHOLA REQUEST|Invalid spdc Entry
4268|2018-03-22|1|XVFPGAD00001169297|1169297|14040800663|CHOLA REQUEST|Invalid spdc Entry
4269|2018-03-22|1|XVFPMSO00001173555|1173555|14041100813|CHOLA REQUEST|Invalid spdc Entry
4271|2018-03-22|1|XVFPTVM00001172872|1172872|14041700263|CHOLA REQUEST|Invalid spdc Entry
4273|2018-03-22|1|XTRAGAD00001296452|1296452|14111500763|CHOLA REQUEST|Invalid spdc Entry
4274|2018-03-22|1|XTRAGAD00001296452|1296452|14111500763|CHOLA REQUEST|Invalid spdc Entry
4275|2018-03-22|1|XVFPGAD00001390751|1390751|15041600857|CHOLA REQUEST|Invalid spdc Entry
4276|2018-03-22|1|XVFPGAD00001390751|1390751|15041600857|CHOLA REQUEST|Invalid spdc Entry
4277|2018-03-22|1|XSHUAPY00001447323|1447323|15071600513|CHOLA REQUEST|Invalid spdc Entry
4280|2018-03-22|1|XVFPIHC00001491803|1491803|15100300023|CHOLA REQUEST|Duplicate record
4282|2018-03-22|1|XVFPIHC00001569109|1569109|16011300409|CHOLA REQUEST|Duplicate record
4284|2018-03-22|1|XSHUGAD00001571947|1571947|16011300519|CHOLA REQUEST|Duplicate record
4289|2018-03-22|1|XVFPBPA00001171691|1171691|16041501920|CHOLA REQUEST|Duplicate record
4294|2018-03-22|1|XSHUKSR00001860962|1860962|17011800146|CHOLA REQUEST|Duplicate record
4297|2018-03-21|1|XSHUCIN00000483211|0483211|12083100997|CHOLA REQUEST|Invalid Agreement
4298|2018-03-21|1|XVFPPER00001011726|1011726|13072900311|CHOLA REQUEST|Invalid spdc Entry
4299|2018-03-21|1|XTRAMSO00001049423|1049423|13100900294|CHOLA REQUEST|Invalid spdc Entry
4300|2018-03-21|1|XVFPMSO00001121875|1121875|14012800279|CHOLA REQUEST|Invalid spdc Entry
4301|2018-03-21|1|XTRAGAD00001127924|1127924|14020601325|CHOLA REQUEST|Invalid spdc Entry
4304|2018-03-21|1|XTRASHM00001161665|1161665|14032500486|CHOLA REQUEST|Invalid spdc Entry
4305|2018-03-21|1|XVFPKTM00000989660|0989660|14032500515|CHOLA REQUEST|Invalid Agreement
4306|2018-03-21|1|XTRAMAN00001165881|1165881|14033100985|CHOLA REQUEST|Invalid spdc Entry
4312|2018-03-21|1|XVFPAGA00001239617|1239617|14072500125|CHOLA REQUEST|Duplicate record
4313|2018-03-21|1|XVFPAGA00001239617|1239617|14072500125|CHOLA REQUEST|Duplicate record
4314|2018-03-21|1|XTRAMSO00001329994|1329994|15010600247|CHOLA REQUEST|Invalid spdc Entry
4319|2018-03-21|1|XTRASHM00001377554|1377554|15032300374|CHOLA REQUEST|Duplicate record
4320|2018-03-21|1|XTRASHM00001377554|1377554|15032300374|CHOLA REQUEST|Duplicate record
4322|2018-03-21|1|XVFPIJA00001434450|1434450|15070700002|CHOLA REQUEST|Invalid GNSA Ref No
4323|2018-03-21|1|XVFPIJA00001434286|1434286|15070700002|CHOLA REQUEST|Invalid Agreement
4324|2018-03-21|1|XVFPIJA00001434304|1434304|15070700002|CHOLA REQUEST|Invalid Agreement
4329|2018-03-21|1|XVFPWRG00001574851|1574851|16012300653|CHOLA REQUEST|Invalid Agreement
4330|2018-03-21|1|XVFPWRG00001574851|1574851|16012300653|CHOLA REQUEST|Invalid Agreement
4331|2018-03-21|1|XVFPWRG00001574854|1574854|16012300653|CHOLA REQUEST|Invalid Agreement
4332|2018-03-21|1|XVFPWRG00001574854|1574854|16012300653|CHOLA REQUEST|Invalid Agreement
4333|2018-03-21|1|XVFPWRG00001574851|1574851|16012300653|CHOLA REQUEST|Invalid Agreement
4334|2018-03-21|1|XVFPWRG00001574854|1574854|16012300653|CHOLA REQUEST|Invalid Agreement
4353|2018-03-21|1|XVFPKLM00001120284|1120284|p14012400062|CHOLA REQUEST|Invalid spdc Entry
4354|2018-03-21|1|XVFPTVM00001089862|1089862|p14012400219|CHOLA REQUEST|Invalid spdc Entry
4355|2018-03-21|1|XVFPKLM00001126977|1126977|P14020700153|CHOLA REQUEST|Invalid spdc Entry
4356|2018-03-22|1|XVFPKSR00000916063|0916063|13031201481|CHOLA REQUEST|Invalid Agreement
4357|2018-03-22|1|XVFPKSR00000916063|0916063|13031201481|CHOLA REQUEST|Invalid Agreement
4358|2018-03-22|1|XVFPTVM00000937825|0937825|13040500015|CHOLA REQUEST|Invalid Agreement
4359|2018-03-22|1|XVFPKLP00000943158|0943158|13041500117|CHOLA REQUEST|Invalid Agreement
4360|2018-03-22|1|XVFPPNU00000950465|0950465|13041800264|CHOLA REQUEST|Invalid Agreement
4361|2018-03-22|1|X2WHCTW00000336902|0336902|13041901875|CHOLA REQUEST|Invalid Agreement
4362|2018-03-22|1|XSHUPKD00001085227|1085227|13120500187|CHOLA REQUEST|Invalid spdc Entry
4363|2018-03-22|1|XVFPKTM00001126007|1126007|14020600679|CHOLA REQUEST|Invalid spdc Entry
4364|2018-03-22|1|XVFPKNR00001132172|1132172|14021100783|CHOLA REQUEST|Invalid spdc Entry
4366|2018-03-22|1|XSHUTVM00001157957|1157957|14031900724|CHOLA REQUEST|Invalid spdc Entry
4368|2018-03-22|1|XVFPTVM00001268759|1268759|14091500212|CHOLA REQUEST|Duplicate record
4373|2018-03-22|1|XVFPSHM00001334262|1334262|15011400035|CHOLA REQUEST|Duplicate record
4375|2018-03-22|1|XTRASHM00001404070|1404070|15050700649|CHOLA REQUEST|Duplicate record
4377|2018-03-22|1|XTRASHM00001416786|1416786|15052900104|CHOLA REQUEST|Duplicate record
4380|2018-03-22|1|XVFPKGD00001454258|1454258|15080800805|CHOLA REQUEST|Duplicate record
4383|2018-03-22|1|XVFPSHM00001469301|1469301|15081900258|CHOLA REQUEST|Duplicate record
4388|2018-03-22|1|XVFPAMY00001595554|1595554|16021201293|CHOLA REQUEST|Invalid spdc Entry
4394|2018-03-22|1|XVFPSHM00001920919|1920919|17032800479|CHOLA REQUEST|Duplicate record
4396|2018-03-22|1|XSHUPNU00002082639|2082639|17091500388|CHOLA REQUEST|Invalid spdc Entry
4399|2018-03-23|1|XVFPAPY00000861841|0861841|12120700825|CHOLA REQUEST|Invalid Agreement
4400|2018-03-23|1|XVFPMJI00000908491|0908491|13022300005|CHOLA REQUEST|Invalid Agreement
4401|2018-03-23|1|XVFPTHL00000930694|0930694|13032901065|CHOLA REQUEST|Invalid Agreement
4402|2018-03-23|1|XVFPTSR00000953118|0953118|13042400019|CHOLA REQUEST|Invalid Agreement
4403|2018-03-23|1|XVFPCIN00001039047|1039047|13091700077|CHOLA REQUEST|Invalid spdc Entry
4404|2018-03-23|1|XVFPPAA00001146105|1146105|14030701524|CHOLA REQUEST|Invalid spdc Entry
4405|2018-03-23|1|XVFPMJI00001165529|1165529|14032800402|CHOLA REQUEST|Invalid spdc Entry
4408|2018-03-23|1|XSHUTUM00001373943|1373943|15031800663|CHOLA REQUEST|Invalid spdc Entry
